-121.4871,37.39555,Bigfoot Report Class A 1870 Report 14338: Old newspaper article (Titusville Morning Herald - Pennsylvania) about sightings near Orestimba Creek in the Diablo (Devil) Mountains; Class A; Stanislaus County; http://www.bfro.net/GDB/show_report.asp?id=14338,,,,,,
-120.8681,46.24639,Bigfoot Report Class A 1941 Report 1689: A tall black creature covered with hair and very muscular was seen walking quickly across a clearing; Class A; Yakima County; http://www.bfro.net/GDB/show_report.asp?id=1689,,,,,,
-81.68295,29.77295,Bigfoot Report Class A 1947/48 Report 4795: While riding horse; young teen has day time sighting not far from Palatka; Class A; Putnam County; http://www.bfro.net/GDB/show_report.asp?id=4795,,,,,,
-123.82,47.93722,Bigfoot Report Class A 1948 Report 1723: Mt. Olympus Incident; Class A; Clallam County; http://www.bfro.net/GDB/show_report.asp?id=1723,,,,,,
-86.52105,34.7325,Bigfoot Report Class A 1949 Report 7235: Recollection of an afternoon sighting on Green Mountain; Class A; Madison County; http://www.bfro.net/GDB/show_report.asp?id=7235,,,,,,
-124.0598,43.2547,Bigfoot Report Class A 1949 Report 8745: One audible and two visual; early evening encounters by a coastal witness near the North Fork of the Coquille River; Class A; Coos County; http://www.bfro.net/GDB/show_report.asp?id=8745,,,,,,
-82.43635,37.83777,Bigfoot Report Class A 1950 Report 5678: Woman recalls childhood sighting near Warfield; Class A; Martin County; http://www.bfro.net/GDB/show_report.asp?id=5678,,,,,,
-89.59135,33.10925,Bigfoot Report Class A 1950 Report 1339: Creature seen by witnesses; Class A; Attala County; http://www.bfro.net/GDB/show_report.asp?id=1339,,,,,,
-82.74628,37.77591,Bigfoot Report Class A 1951/2 Report 2155: Woman describes creature she observed from window; Class A; Johnson County; http://www.bfro.net/GDB/show_report.asp?id=2155,,,,,,
-86.5945,41.062,Bigfoot Report Class A 1953-1976 Report 9245: Family has several sightings at a summer cabin near Winamac.; Class A; Pulaski County; http://www.bfro.net/GDB/show_report.asp?id=9245,,,,,,
-120.7772,48.19923,Bigfoot Report Class A 1954-55 Report 14534: Multiple witness sighting in daylight in a remote area near Holden; Class A; Chelan County; http://www.bfro.net/GDB/show_report.asp?id=14534,,,,,,
-82.438,28.043,Bigfoot Report Class A 1955 Report 13034: Early evening sighting by residents on the Hillsborough River; Class A; Hillsborough County; http://www.bfro.net/GDB/show_report.asp?id=13034,,,,,,
-120.2653,39.3225,Bigfoot Report Class A 1956 Report 4946: Teenager has daytime sighting near Truckee; Class A; Nevada County; http://www.bfro.net/GDB/show_report.asp?id=4946,,,,,,
-100.5501,42.87331,Bigfoot Report Class A 1957 Report 25012: Woman recalls an encounter as a child; in an alley in the town of Valentine; Class A; Cherry County; http://www.bfro.net/GDB/show_report.asp?id=25012,,,,,,
-124.1625,40.80222,Bigfoot Report Class A 1957 or 58 Report 528: Three children have daytime sighting near Eureka; Class A; Humboldt County; http://www.bfro.net/GDB/show_report.asp?id=528,,,,,,
-121.9425,48.2475,Bigfoot Report Class A 1958 Report 1670: Large footprint find; large creature witnessed by a school bus driver; Class A; Snohomish County; http://www.bfro.net/GDB/show_report.asp?id=1670,,,,,,
-95.84024,39.33292,Bigfoot Report Class A 1960 Report 1330: Motorist's sighting results in a collision.; Class A; Jackson County; http://www.bfro.net/GDB/show_report.asp?id=1330,,,,,,
-94.72334,33.03333,Bigfoot Report Class A 1960's Report 9879: Two sisters have late-night sighting through bedroom window; Class A; Morris County; http://www.bfro.net/GDB/show_report.asp?id=9879,,,,,,
-91.08056,34.88111,Bigfoot Report Class A 1961 Report 7234: Daylight sighting by two sisters near their farm in the early 1960s; Class A; Lee County; http://www.bfro.net/GDB/show_report.asp?id=7234,,,,,,
-111.75,41.5,Bigfoot Report Class A 1962 Report 9962: Daylight sighting off Highway 89 in the Wasatch Mountains.; Class A; Weber County; http://www.bfro.net/GDB/show_report.asp?id=9962,,,,,,
-81.30896,41.30265,Bigfoot Report Class A 1962? Report 3651: Sighting in the Audubon wildlife preserve; outside Aurora; Class A; Portage County; http://www.bfro.net/GDB/show_report.asp?id=3651,,,,,,
-123.2135,47.8306,Bigfoot Report Class A 1963 Report 5299: Camping group has night time sighting near the Dosewallips River; Class A; Jefferson County; http://www.bfro.net/GDB/show_report.asp?id=5299,,,,,,
-94.89778,30.73861,Bigfoot Report Class A 1964 Report 4141: Witness spots a large; dark; hairy creature standing 50 yards away; Class A; Polk County; http://www.bfro.net/GDB/show_report.asp?id=4141,,,,,,
-86.60155,36.30155,Bigfoot Report Class A 1965-66 Report 25440: Man recalls multiple witness encounter near Hendersonville; Class A; Sumner County; http://www.bfro.net/GDB/show_report.asp?id=25440,,,,,,
-122.3839,41.42806,Bigfoot Report Class A 1966 Report 1473: Family has early evening sighting near Weed; Class A; Siskiyou County; http://www.bfro.net/GDB/show_report.asp?id=1473,,,,,,
-122.1379,46.385,Bigfoot Report Class A 1967 Report 1644: Witness saw something he felt confident few men had ever seen; Class A; Skamania County; http://www.bfro.net/GDB/show_report.asp?id=1644,,,,,,
-79.76308,44.86073,Bigfoot Report Class A 1968 Report 9516: Woman recalls childhood sighting outside a cottage in the Southern Georgian Bay area.; Class A; http://www.bfro.net/GDB/show_report.asp?id=9516,,,,,,
-88.40335,33.50025,Bigfoot Report Class A 1968 Report 1344: while playing tag with several other children witness saw a white hairy creature.; Class A; Lowndes County; http://www.bfro.net/GDB/show_report.asp?id=1344,,,,,,
-82.67252,40.00915,Bigfoot Report Class A 1968 Report 4953: Family has sighting on farm along Headleys Mill Road; Class A; Licking County; http://www.bfro.net/GDB/show_report.asp?id=4953,,,,,,
-89.55949,37.236,Bigfoot Report Class A 1969 Report 22448: Early morning sighting near Scott City Diversion Canal; Class A; Scott County; http://www.bfro.net/GDB/show_report.asp?id=22448,,,,,,
-82.50591,28.50665,Bigfoot Report Class A 1969-1980 Report 723: creature sitting on a wood pile seen watching witness.; Class A; Hernando County; http://www.bfro.net/GDB/show_report.asp?id=723,,,,,,
-91.3867,43.078,Bigfoot Report Class A 1970 Report 1234: Creature observed by witness.; Class A; Clayton County; http://www.bfro.net/GDB/show_report.asp?id=1234,,,,,,
-122.1667,40.75,Bigfoot Report Class A 1970 1990 Report 11496: Lady has two Northern California sightings; over a 20year period.; Class A; Shasta County; http://www.bfro.net/GDB/show_report.asp?id=11496,,,,,,
-110.5,44.58333,Bigfoot Report Class A 1970s-1980s Report 12302: Yellowstone backcountry ranger describes sighting; other incidents; Class A; Park County; http://www.bfro.net/GDB/show_report.asp?id=12302,,,,,,
-105.9583,40.79166,Bigfoot Report Class A 1971 Report 513: Future doctor sees giant tracks high in Rawah wilderness; Class A; Larimer County; http://www.bfro.net/GDB/show_report.asp?id=513,,,,,,
-81.67339,39.38745,Bigfoot Report Class A 1971 Report 4983: Sighting and vocalizations at a home in Wayne National Forest; Class A; Washington County; http://www.bfro.net/GDB/show_report.asp?id=4983,,,,,,
-80.0107,40.6166,Bigfoot Report Class A 1971 Report 14707: Man recalls childhood sighting near Allison Park; Class A; Allegheny County; http://www.bfro.net/GDB/show_report.asp?id=14707,,,,,,
-80.7704,36.09945,Bigfoot Report Class A 1971 or 72 Report 3439: Young boy startles creature under house porch.; Class A; Yadkin County; http://www.bfro.net/GDB/show_report.asp?id=3439,,,,,,
-81.96195,29.7351,Bigfoot Report Class A 1971-72? Report 1021: Large Creature standing in road; Class A; Putnam County; http://www.bfro.net/GDB/show_report.asp?id=1021,,,,,,
-92.38222,36.19444,Bigfoot Report Class A 1972 Report 1636: Teenager has sighting near Ozark National Forest; Class A; Baxter County; http://www.bfro.net/GDB/show_report.asp?id=1636,,,,,,
-83.08006,37.81144,Bigfoot Report Class A 1972 Report 26605: Man recalls early morning sighting while squirrel hunting near Salyersville; Class A; Magoffin County; http://www.bfro.net/GDB/show_report.asp?id=26605,,,,,,
-80.9835,41.1174,Bigfoot Report Class A 1972 Report 4959: Nightime sighting at a Lake Milton marina; Class A; Mahoning County; http://www.bfro.net/GDB/show_report.asp?id=4959,,,,,,
-102.3881,31.06278,Bigfoot Report Class A 1972 Report 7653: Two brothers have early morning encounter; Class A; Pecos County; http://www.bfro.net/GDB/show_report.asp?id=7653,,,,,,
-84.71,44.7,Bigfoot Report Class A 1972-1974? Report 23530: Man recalls childhood incident near Grayling; Class A; Crawford County; http://www.bfro.net/GDB/show_report.asp?id=23530,,,,,,
-94.5383,37.1058,Bigfoot Report Class A 1972? Report 7288: Teenagers see animal lying in the middle of the road near Schoal Creek.; Class A; Jasper County; http://www.bfro.net/GDB/show_report.asp?id=7288,,,,,,
-85.8486,39.365,Bigfoot Report Class A 1973 Report 10153: Motorist has nighttime sighting of animal in soybean field near Flat Rock; Class A; Shelby County; http://www.bfro.net/GDB/show_report.asp?id=10153,,,,,,
-84.28714,37.57039,Bigfoot Report Class A 1973 Report 2428: Witness has sighting next to his home in Madison Co; Class A; Madison County; http://www.bfro.net/GDB/show_report.asp?id=2428,,,,,,
-90.71574,31.1603,Bigfoot Report Class A 1973 Report 1338: Several incidents in the East Fork Community; Class A; Amite County; http://www.bfro.net/GDB/show_report.asp?id=1338,,,,,,
-83.28265,35.2483,Bigfoot Report Class A 1973 Report 3333: Large creature turned and stared at couple; Class A; Macon County; http://www.bfro.net/GDB/show_report.asp?id=3333,,,,,,
-77.23238,38.741,Bigfoot Report Class A 1973 Report 23400: Upright creature crosses road in the path of a car near Newington Forest; Class A; Fairfax County; http://www.bfro.net/GDB/show_report.asp?id=23400,,,,,,
-122.1806,47.29944,Bigfoot Report Class A 1973 Report 1383: Creature seen running along a road; Class A; King County; http://www.bfro.net/GDB/show_report.asp?id=1383,,,,,,
-81.8708,26.59885,Bigfoot Report Class A 1973-74? Report 1030: 5 children observe a very large hairy 'man' for several minutes (N. Ft. Myers); Class A; Lee County; http://www.bfro.net/GDB/show_report.asp?id=1030,,,,,,
-122.2917,47.18556,Bigfoot Report Class A 1973OR 74 Report 10653: Young bike riders see large animal cross road; Class A; Pierce County; http://www.bfro.net/GDB/show_report.asp?id=10653,,,,,,
-96.7432,40.1399,Bigfoot Report Class A 1974 Report 1149: Late Afternoon sighting by motorist near Blue Springs; Class A; Gage County; http://www.bfro.net/GDB/show_report.asp?id=1149,,,,,,
-80.23375,39.1611,Bigfoot Report Class A 1974 Report 26963: Blacksmith recalls seeing a creature come down a mountainside and shares a sketch he drew; Class A; Harrison County; http://www.bfro.net/GDB/show_report.asp?id=26963,,,,,,
-92.12,34.87,Bigfoot Report Class A 1975 Report 10919: Youth has sighting from his backyard on Air Force Base; Class A; Pulaski County; http://www.bfro.net/GDB/show_report.asp?id=10919,,,,,,
-106.3833,39.26944,Bigfoot Report Class A 1975 Report 1366: huge human-like handprint found on top of a vandalized sign.; Class A; Lake County; http://www.bfro.net/GDB/show_report.asp?id=1366,,,,,,
-89.136,38.98,Bigfoot Report Class A 1975 Report 2805: Early morning sighting of creature looking at 'something' in the snow in Vandalia.; Class A; Fayette County; http://www.bfro.net/GDB/show_report.asp?id=2805,,,,,,
